# Bend, Stretch, theta1, theta1_predicted, error1, theta2, theta2_predicted, error2
47.16,20.89,52.02,54.13,2.11,9.21,12.94,3.73
47.72,20.89,53.99,53.87,0.12,9.56,13.42,3.85
49.00,21.89,54.45,56.57,2.12,9.76,16.44,6.68
48.12,21.89,54.89,57.09,2.21,10.03,16.14,6.12
50.17,22.34,56.72,57.41,0.70,10.77,17.82,7.06
49.91,22.34,57.30,57.47,0.17,11.07,17.85,6.78
50.02,22.67,57.87,58.39,0.51,11.33,18.83,7.50
51.33,22.67,59.44,58.29,1.16,12.49,19.18,6.70
52.28,22.67,59.95,58.54,1.41,12.79,20.32,7.53
51.34,22.45,60.67,57.87,2.81,13.26,19.01,5.75
52.23,22.45,60.73,57.97,2.75,13.40,20.04,6.64
51.06,22.80,60.91,58.47,2.44,13.72,19.03,5.31
50.39,22.80,61.07,58.60,2.47,13.79,19.20,5.41
52.08,22.80,61.19,58.77,2.41,13.89,20.19,6.31
51.94,22.44,61.38,57.92,3.47,14.12,19.69,5.57
52.61,22.44,61.41,58.25,3.16,14.23,20.22,5.99
53.55,21.58,61.63,59.88,1.75,14.33,18.72,4.39
54.56,21.58,61.65,62.10,0.45,14.30,14.66,0.36
56.58,20.27,60.37,57.42,2.95,13.76,13.16,0.60
57.02,20.27,59.95,57.15,2.80,13.36,13.14,0.22
57.55,20.27,59.17,56.82,2.35,12.95,13.12,0.17
58.36,18.64,56.55,51.75,4.80,11.41,11.52,0.12
58.17,18.64,55.43,51.63,3.80,10.91,11.66,0.75
56.98,17.50,53.00,47.96,5.04,10.07,12.43,2.36
56.91,17.50,51.70,47.91,3.79,9.72,12.49,2.77
57.33,17.50,47.68,48.18,0.50,8.94,12.10,3.15
56.44,16.03,46.37,41.87,4.50,8.81,11.38,2.56
56.30,16.03,45.17,41.80,3.37,8.71,11.53,2.82
55.78,14.94,41.41,39.26,2.16,8.61,10.52,1.92
54.34,14.94,40.48,38.33,2.15,8.53,12.55,4.03
52.39,13.19,38.44,33.72,4.72,8.36,12.17,3.81
52.17,13.19,37.27,33.38,3.88,8.35,12.23,3.88
51.14,13.19,33.30,31.90,1.40,8.34,12.45,4.11
49.81,13.19,31.78,31.09,0.69,8.31,12.48,4.17
48.45,13.19,30.62,31.02,0.40,8.16,12.78,4.62
43.28,9.59,26.56,25.31,1.25,7.96,11.31,3.35
42.27,9.59,25.28,23.74,1.55,7.92,11.54,3.62
40.92,9.59,23.03,22.31,0.73,7.52,12.01,4.49
35.94,7.89,22.09,21.41,0.68,7.32,11.94,4.62
34.45,7.89,19.71,20.67,0.96,6.84,10.73,3.89
33.61,7.89,18.96,19.89,0.93,6.72,10.48,3.76
31.70,6.27,18.29,16.91,1.38,6.55,12.03,5.48
33.41,6.27,17.01,16.64,0.37,6.10,11.83,5.73
35.70,5.11,16.64,17.80,1.17,6.00,7.52,1.52
36.11,5.11,16.36,18.22,1.86,5.62,7.07,1.45
37.28,5.11,16.27,19.44,3.17,5.43,5.71,0.29
41.20,3.91,16.02,15.60,0.43,4.76,4.63,0.13
40.45,3.91,15.97,15.56,0.41,4.47,4.38,0.10
40.39,3.44,16.06,15.69,0.37,4.20,3.95,0.25
39.91,3.44,16.01,15.66,0.35,3.50,3.95,0.45
39.69,3.22,15.93,16.70,0.77,3.31,4.58,1.26
40.14,3.22,15.76,16.60,0.85,2.94,4.63,1.69
40.62,3.22,15.74,16.50,0.76,2.80,4.68,1.89
39.67,3.28,15.48,16.11,0.63,2.56,4.49,1.93
40.11,3.28,15.29,16.06,0.78,2.49,4.51,2.02
39.66,3.28,15.15,16.11,0.96,2.43,4.48,2.05
39.97,3.28,14.96,16.06,1.10,2.22,4.51,2.29
40.02,3.28,14.98,16.06,1.08,2.14,4.51,2.37
40.28,3.34,14.96,15.72,0.76,1.97,4.30,2.34
39.95,3.34,15.09,15.71,0.62,1.85,4.30,2.45
40.27,3.30,15.15,15.98,0.83,1.82,4.46,2.64
41.28,3.30,15.18,16.04,0.86,1.75,4.41,2.66
41.08,3.23,15.20,16.36,1.16,1.77,4.65,2.87
42.09,3.23,15.35,16.56,1.21,1.92,4.46,2.53
45.69,3.23,15.44,15.16,0.28,2.01,4.63,2.63
42.83,3.80,15.62,15.98,0.36,2.12,4.79,2.67
41.97,3.80,16.22,15.78,0.44,2.72,4.67,1.95
42.08,6.45,16.50,18.35,1.85,2.98,7.50,4.52
43.61,6.45,17.24,18.36,1.12,3.60,7.43,3.84
45.55,6.45,17.82,18.78,0.96,4.01,7.05,3.04
51.91,11.47,19.89,28.82,8.92,5.15,12.94,7.79
53.73,11.47,20.93,22.75,1.82,5.53,24.90,19.37
55.53,14.39,22.24,36.69,14.45,5.91,9.75,3.84
55.47,14.39,27.07,36.69,9.63,7.00,9.74,2.74
57.94,16.58,28.89,43.50,14.61,7.21,10.28,3.07
58.61,16.58,32.67,43.83,11.15,7.69,9.57,1.88
58.56,16.58,34.45,43.81,9.36,8.01,9.60,1.59
59.77,18.53,39.40,52.34,12.94,8.63,10.84,2.21
60.03,18.53,40.97,52.61,11.64,8.79,10.92,2.13
59.50,19.41,42.42,53.17,10.76,8.97,11.86,2.89
59.02,19.41,46.38,52.49,6.11,9.49,12.55,3.07
59.72,19.41,47.71,53.48,5.78,9.51,11.55,2.04
57.98,20.33,50.36,56.87,6.51,9.67,13.12,3.45
57.80,20.33,51.49,56.99,5.49,9.82,13.13,3.31
56.45,20.81,54.15,60.24,6.09,10.18,13.25,3.07
56.23,20.81,55.02,60.37,5.35,10.29,13.25,2.96
53.11,22.53,55.84,58.96,3.12,10.45,20.53,10.08
49.98,22.53,58.30,57.97,0.33,11.54,18.39,6.85
47.56,22.53,59.09,59.44,0.35,12.14,18.12,5.98
46.44,23.64,61.64,62.45,0.81,14.20,23.69,9.49
45.39,23.64,63.84,61.51,2.34,16.70,24.33,7.63
48.41,23.98,64.33,62.85,1.48,17.54,24.82,7.28
49.11,23.98,64.84,62.56,2.28,18.80,24.34,5.54
50.16,23.98,65.02,62.14,2.88,19.41,23.64,4.23
55.27,24.94,65.42,63.21,2.21,21.48,27.86,6.38
55.84,24.94,65.54,61.94,3.60,22.32,28.35,6.03
56.20,25.41,65.59,62.97,2.62,23.18,32.47,9.29
57.69,25.41,65.84,61.70,4.14,25.98,37.00,11.02
59.83,25.83,65.92,64.56,1.36,27.00,40.37,13.38
59.70,25.83,66.20,64.18,2.01,28.51,40.78,12.27
59.64,25.83,66.14,64.00,2.14,29.06,40.99,11.93
53.27,24.83,66.09,63.54,2.55,29.42,26.66,2.76
44.98,24.83,65.90,60.77,5.13,28.78,29.44,0.65
53.11,21.03,65.65,61.90,3.74,27.56,16.69,10.87
55.44,21.03,62.95,61.67,1.29,22.47,13.45,9.02
57.64,21.03,61.56,60.27,1.28,20.46,13.41,7.05
59.00,17.78,60.04,50.07,9.97,18.41,10.70,7.71
58.56,17.78,54.30,49.78,4.52,12.79,11.15,1.65
55.97,15.64,51.99,41.03,10.97,11.52,11.49,0.03
55.55,15.64,47.19,40.81,6.38,9.93,11.97,2.04
51.02,13.02,44.99,31.41,13.58,9.29,12.48,3.18
49.56,13.02,38.59,30.57,8.02,8.54,12.38,3.84
47.81,13.02,36.49,30.33,6.16,8.41,13.03,4.62
46.03,13.02,34.53,29.20,5.32,8.21,12.23,4.02
44.53,13.02,29.98,29.40,0.58,7.41,11.34,3.93
40.84,9.84,28.75,21.97,6.78,7.19,11.42,4.23
39.95,9.84,26.53,21.71,4.83,6.83,11.39,4.56
38.55,9.84,25.69,21.98,3.71,6.62,12.28,5.67
35.14,8.33,23.71,19.87,3.84,6.08,11.88,5.80
34.48,8.33,22.94,19.51,3.43,6.02,11.42,5.40
31.91,7.58,21.64,19.25,2.39,5.94,10.95,5.00
31.94,7.58,21.07,19.27,1.80,5.94,10.94,5.00
29.69,6.77,19.55,19.03,0.52,5.99,12.23,6.24
29.67,6.77,19.14,19.03,0.11,6.00,12.24,6.24
29.59,6.77,18.67,19.04,0.37,5.95,12.26,6.30
30.95,5.39,17.63,13.85,3.78,5.58,12.43,6.85
31.17,5.39,17.34,13.84,3.50,5.35,12.29,6.95
32.81,4.86,16.77,13.73,3.04,4.67,11.18,6.50
34.33,4.61,16.65,14.86,1.78,4.47,9.05,4.57
34.16,4.61,16.51,14.72,1.79,4.29,9.26,4.97
34.77,4.61,16.50,15.22,1.28,3.88,8.51,4.63
35.12,4.61,16.50,15.52,0.99,3.85,8.06,4.21
34.97,4.61,16.41,15.39,1.02,3.85,8.26,4.40
37.77,3.95,16.34,16.09,0.25,3.81,3.81,0.01
37.39,3.95,16.23,16.17,0.06,3.66,3.76,0.10
38.08,3.84,16.20,15.91,0.29,3.61,3.60,0.01
38.44,3.84,16.17,15.83,0.33,3.55,3.68,0.13
39.41,3.70,16.18,15.59,0.59,3.46,3.79,0.34
39.66,3.70,16.28,15.58,0.69,3.47,3.90,0.44
39.36,3.70,16.53,15.59,0.93,3.53,3.77,0.24
38.73,4.09,16.65,16.01,0.64,3.64,4.23,0.60
39.11,4.09,17.10,15.94,1.16,3.93,4.35,0.42
40.08,4.84,17.37,17.42,0.05,4.04,5.67,1.63
40.20,4.84,17.65,17.39,0.26,4.15,5.70,1.55
40.06,4.84,18.42,17.42,1.00,4.54,5.67,1.13
40.41,5.33,18.65,18.82,0.17,4.65,5.97,1.32
40.23,5.33,19.38,18.89,0.48,4.89,5.96,1.07
42.64,5.56,19.61,18.42,1.19,4.96,6.75,1.79
45.27,5.56,19.82,18.33,1.49,5.01,7.08,2.07
47.27,6.64,20.49,18.76,1.73,5.30,7.43,2.13
46.23,6.64,20.83,18.85,1.98,5.41,7.12,1.71
46.39,6.64,21.37,18.84,2.53,5.52,7.17,1.65
47.23,7.30,21.65,17.21,4.44,5.61,18.07,12.46
48.53,7.30,22.70,19.10,3.60,5.91,8.09,2.18
48.38,8.95,23.21,18.79,4.42,6.01,27.93,21.91
48.30,8.95,23.81,19.12,4.68,6.13,27.30,21.17
52.05,12.38,26.45,33.09,6.64,6.55,11.29,4.74
54.05,12.38,27.69,34.47,6.78,6.82,9.45,2.63
54.38,12.38,32.27,34.42,2.15,7.48,8.38,0.90
57.61,16.33,33.90,42.94,9.04,7.72,10.38,2.66
56.89,16.33,35.66,42.57,6.91,7.92,11.18,3.26
57.73,17.81,40.61,49.35,8.74,8.65,11.93,3.29
57.31,17.81,42.27,49.11,6.83,8.87,12.22,3.35
55.84,19.30,45.48,52.95,7.48,9.40,12.99,3.59
55.22,19.30,47.07,53.34,6.27,9.66,13.01,3.35
55.33,19.30,51.25,53.27,2.02,11.01,13.01,1.99
54.64,21.14,52.62,62.07,9.45,11.65,13.74,2.09
50.25,21.14,53.93,54.50,0.57,12.62,17.51,4.89
51.41,23.38,57.51,59.96,2.45,16.90,20.90,4.00
54.50,23.38,58.58,61.64,3.06,18.59,21.04,2.45
59.55,25.20,61.40,65.16,3.76,24.13,34.63,10.50
60.69,25.20,62.24,66.86,4.63,26.23,34.97,8.75
61.73,25.20,62.99,68.16,5.17,28.26,35.05,6.78
64.80,26.56,64.73,70.68,5.95,33.88,41.33,7.45
66.23,26.56,65.11,64.26,0.85,35.64,49.30,13.65
66.20,27.14,65.90,68.78,2.88,39.21,54.83,15.62
69.11,27.14,66.23,63.17,3.07,41.07,68.92,27.85
70.61,27.80,66.81,61.96,4.85,46.19,80.23,34.04
71.39,27.80,66.92,61.66,5.26,47.59,83.72,36.13
72.61,27.95,66.96,60.94,6.02,48.96,86.18,37.22
73.42,27.95,66.95,60.37,6.58,50.34,87.01,36.66
72.17,27.08,66.56,61.01,5.55,49.33,79.18,29.85
70.41,27.08,65.22,61.58,3.64,45.14,73.77,28.63
54.20,23.88,64.20,61.88,2.31,41.86,23.42,18.44
43.00,23.88,60.07,59.21,0.86,29.68,27.28,2.40
52.97,19.58,58.35,56.23,2.12,25.53,13.38,12.15
54.17,19.58,56.37,55.41,0.96,21.70,13.11,8.60
54.33,19.58,51.34,55.32,3.98,12.51,13.10,0.60
55.55,17.23,49.80,45.38,4.43,10.60,13.44,2.83
54.83,17.23,45.81,44.57,1.24,7.83,13.88,6.05
54.12,17.23,44.44,43.78,0.66,7.35,14.28,6.92
54.34,17.23,43.03,44.03,0.99,6.95,14.17,7.23
53.55,17.23,38.61,43.14,4.53,6.13,14.55,8.42
50.61,13.58,37.21,32.39,4.82,6.06,12.94,6.88
48.80,13.58,34.46,32.18,2.27,5.88,13.00,7.13
47.12,11.94,33.10,27.36,5.74,5.85,12.79,6.95
44.97,11.94,29.86,26.17,3.68,5.58,12.22,6.64
39.27,10.22,28.84,22.91,5.93,5.51,12.20,6.69
38.17,10.22,28.05,23.19,4.86,5.44,12.67,7.23
34.77,8.98,25.84,19.64,6.20,5.12,12.38,7.26
34.53,8.98,25.30,19.72,5.59,4.99,12.35,7.36
30.30,6.84,23.91,19.18,4.73,4.69,12.07,7.39
29.45,6.84,23.53,19.23,4.30,4.53,12.37,7.84
29.70,5.77,23.29,14.84,8.45,4.33,13.32,8.99
30.84,5.77,22.82,14.60,8.21,3.70,13.09,9.39
30.34,5.77,22.73,14.70,8.03,3.53,13.17,9.64
31.53,4.73,22.58,12.92,9.67,3.21,11.61,8.40
31.91,4.73,22.58,13.04,9.55,3.02,11.48,8.46
32.23,4.62,22.79,12.70,10.09,2.66,11.68,9.02
32.84,4.62,22.85,13.26,9.59,2.69,11.02,8.33
35.59,4.86,22.90,17.26,5.65,2.66,7.41,4.75
37.31,4.86,22.99,18.62,4.37,2.62,5.63,3.02
40.59,5.19,23.12,18.36,4.76,2.61,5.93,3.32
41.02,5.19,23.62,18.15,5.48,2.73,6.17,3.43
40.53,6.52,23.79,18.84,4.95,2.83,7.45,4.61
39.25,6.52,24.05,19.26,4.79,2.97,7.26,4.29
34.27,7.56,24.88,21.05,3.83,3.83,11.47,7.64
33.98,7.56,25.13,21.06,4.06,4.29,11.51,7.21
42.23,9.39,25.36,24.19,1.16,4.78,11.73,6.95
46.78,9.39,25.93,26.05,0.12,7.06,9.95,2.89
50.00,9.39,26.07,21.89,4.18,8.16,29.99,21.83
56.44,12.27,26.27,29.06,2.80,13.25,16.34,3.09
59.36,12.27,26.32,19.46,6.85,15.61,44.82,29.21
62.42,13.84,26.37,24.85,1.53,18.44,45.93,27.49
63.75,13.84,26.69,24.54,2.14,30.41,45.97,15.56
65.75,15.64,26.84,26.44,0.41,34.74,51.08,16.34
66.98,15.64,27.22,25.85,1.38,44.46,50.33,5.88
68.53,15.64,27.45,25.20,2.25,49.93,50.10,0.18
73.64,18.12,28.49,27.44,1.05,67.51,73.30,5.78
76.25,18.12,28.93,26.75,2.17,73.90,78.86,4.97
80.06,19.91,29.33,30.86,1.53,80.82,74.92,5.90
81.44,19.91,30.84,30.18,0.65,102.05,77.51,24.54
89.05,21.78,31.33,31.57,0.23,108.97,87.94,21.03
87.30,21.78,33.12,31.08,2.05,127.45,79.83,47.61
95.27,23.75,33.79,36.71,2.91,132.64,112.11,20.52
113.03,23.75,34.50,32.72,1.78,137.04,140.38,3.34
112.61,25.84,36.68,37.46,0.78,146.11,144.41,1.70
120.86,25.84,37.61,36.89,0.72,148.14,148.17,0.03
128.25,27.06,39.34,38.91,0.43,151.41,151.51,0.10
121.22,27.06,40.16,40.12,0.04,152.48,152.07,0.40
127.89,27.70,42.21,40.91,1.29,154.68,153.40,1.28
122.83,27.70,42.77,41.66,1.11,155.01,154.01,1.00
120.58,27.89,43.24,42.21,1.03,155.30,152.66,2.65
136.77,27.89,44.09,40.77,3.31,155.66,152.80,2.86
127.83,27.38,44.13,39.89,4.24,155.72,152.63,3.10
122.67,27.38,44.02,40.85,3.17,155.41,153.47,1.94
130.91,26.42,43.81,37.31,6.50,155.19,149.19,6.00
110.33,26.42,43.57,39.89,3.68,154.87,149.91,4.97
95.48,21.67,41.73,33.13,8.59,153.26,132.56,20.70
94.08,21.67,40.51,33.28,7.23,152.23,126.59,25.64
93.09,19.19,37.80,25.74,12.05,149.60,126.01,23.59
90.83,19.19,36.44,27.44,9.01,148.05,128.77,19.28
77.03,16.38,32.40,20.46,11.94,140.08,75.16,64.92
69.03,16.38,31.13,25.89,5.24,135.02,57.53,77.49
54.78,13.66,30.10,34.48,4.38,128.22,11.87,116.34
47.88,13.66,28.48,32.03,3.54,98.30,13.14,85.15
23.73,9.58,28.03,24.52,3.51,86.49,14.49,72.00
23.94,9.58,26.67,24.80,1.87,50.32,14.38,35.94
25.66,9.58,26.14,25.72,0.42,39.48,13.43,26.04
23.91,6.69,25.61,15.83,9.78,30.05,13.15,16.91
21.88,6.69,23.97,15.36,8.61,12.98,13.30,0.31
18.05,5.91,23.48,17.06,6.42,10.28,11.22,0.94
16.05,5.91,22.50,17.94,4.56,7.22,8.80,1.58
11.16,5.03,22.08,17.58,4.50,6.30,7.20,0.90
10.30,5.03,20.99,14.58,6.41,4.81,10.62,5.81
7.92,4.67,20.75,11.96,8.79,4.48,12.52,8.04
6.94,4.67,20.53,12.72,7.81,4.19,12.28,8.08
4.42,4.23,20.09,13.16,6.93,3.41,11.53,8.13
3.30,4.23,20.04,13.70,6.34,3.20,11.16,7.96
3.09,4.11,19.92,13.54,6.38,2.65,11.16,8.51
2.67,4.11,19.88,13.67,6.21,2.52,11.08,8.55
2.44,4.25,19.82,13.71,6.11,2.45,10.96,8.51
2.61,4.25,19.87,13.76,6.11,2.25,10.97,8.72
2.33,4.25,19.89,13.69,6.20,2.27,10.95,8.68
2.84,4.34,19.95,13.82,6.13,2.29,10.96,8.67
4.30,4.34,20.02,13.56,6.45,2.31,11.39,9.09
7.94,4.83,20.45,12.51,7.94,2.53,12.53,10.00
11.83,4.83,20.60,18.17,2.43,2.66,5.70,3.04
23.81,6.67,20.77,15.81,4.96,2.85,13.20,10.35
25.23,6.67,22.15,16.72,5.44,3.75,13.07,9.31
25.94,9.44,22.87,25.27,2.39,4.14,13.04,8.90
26.06,9.44,25.43,25.23,0.20,5.68,12.96,7.28
28.20,13.19,26.55,29.41,2.86,6.24,17.79,11.55
32.28,13.19,27.91,31.75,3.84,6.77,13.38,6.61
35.39,13.19,32.21,31.71,0.50,8.59,14.09,5.49
42.27,17.12,33.63,43.51,9.88,9.20,17.61,8.41
44.58,17.12,36.46,42.42,5.95,10.77,15.42,4.65
47.23,19.64,37.88,48.50,10.62,11.72,12.95,1.23
48.20,19.64,41.80,48.50,6.70,15.90,13.62,2.28
50.61,22.22,42.98,57.17,14.20,17.63,17.92,0.29
50.69,22.22,44.15,57.20,13.05,19.55,18.01,1.54
50.02,24.17,45.32,62.59,17.27,21.65,24.98,3.33
51.97,24.17,46.64,61.97,15.34,24.03,23.63,0.40
51.55,26.09,50.24,63.02,12.79,33.26,35.25,1.99
51.70,26.09,51.26,63.01,11.75,36.75,35.43,1.33
57.12,28.00,52.18,56.96,4.77,40.61,77.27,36.66
60.77,28.00,54.44,54.61,0.18,55.54,83.17,27.63
66.83,30.53,55.04,53.14,1.90,61.95,119.21,57.25
68.84,30.53,55.85,56.77,0.92,75.61,111.48,35.87
70.06,30.53,56.28,61.46,5.18,82.37,104.96,22.59
74.53,32.34,57.92,60.05,2.13,101.84,133.08,31.24
76.52,32.34,58.99,61.44,2.45,108.16,132.42,24.26
83.58,33.09,60.32,77.81,17.49,113.22,116.94,3.72
79.70,33.09,62.52,64.74,2.22,123.83,134.13,10.30
91.67,33.38,63.06,70.26,7.20,126.38,124.97,1.41
87.92,33.38,63.95,77.81,13.86,130.53,119.91,10.62
88.25,33.38,64.24,77.23,13.00,134.85,120.15,14.70
98.81,33.59,64.31,60.93,3.39,135.46,135.55,0.09
93.00,33.59,64.43,69.77,5.33,135.96,126.51,9.45
94.75,33.81,64.69,68.94,4.25,136.29,128.85,7.44
100.06,33.81,64.89,61.24,3.65,136.52,137.12,0.60
86.17,33.27,65.24,79.12,13.88,136.82,117.99,18.83
90.09,33.27,65.21,72.61,7.39,136.85,122.72,14.14
87.92,32.41,64.91,68.68,3.77,136.55,122.26,14.29
86.28,32.41,64.70,71.79,7.08,136.21,119.24,16.97
85.08,30.81,63.57,59.07,4.50,134.53,117.61,16.92
83.30,30.81,62.96,60.04,2.92,133.41,123.71,9.70
84.62,27.30,62.16,48.47,13.69,131.75,108.09,23.66
84.86,27.30,58.21,48.27,9.94,123.13,107.16,15.97
76.50,21.72,56.60,39.29,17.31,118.48,72.58,45.89
70.44,21.72,49.43,39.08,10.35,101.03,67.14,33.89
66.22,21.72,46.56,39.91,6.65,94.30,59.52,34.78
56.59,17.02,43.65,45.20,1.56,87.12,12.29,74.83
52.38,17.02,36.30,40.67,4.37,64.96,14.69,50.27
48.31,15.19,34.31,34.31,0.00,58.14,12.00,46.14
44.64,15.19,31.12,35.50,4.39,46.60,12.75,33.85
29.55,12.38,30.09,30.10,0.01,41.28,15.38,25.90
26.89,12.38,28.41,26.99,1.42,28.58,19.80,8.78
25.23,12.38,27.96,28.58,0.61,25.39,19.19,6.21
28.61,10.25,27.52,26.55,0.97,22.62,12.41,10.21
30.91,10.25,26.00,25.85,0.16,16.46,10.87,5.59
28.36,9.38,25.43,24.36,1.07,14.83,11.32,3.52
26.06,9.38,24.30,25.07,0.76,12.35,12.86,0.52
22.72,8.73,23.83,22.07,1.75,11.45,13.92,2.47
20.94,8.73,22.51,21.82,0.69,9.69,13.26,3.58
19.89,8.31,22.18,21.14,1.04,9.26,12.79,3.54
18.86,8.31,21.88,21.34,0.54,8.91,12.59,3.68
15.62,7.23,21.16,20.32,0.84,7.98,10.46,2.48
14.95,7.23,21.01,20.51,0.50,7.66,9.48,1.82
13.62,6.19,20.73,18.55,2.18,6.80,6.62,0.18
12.70,6.19,20.61,18.96,1.65,6.39,5.71,0.68
10.73,5.77,20.11,19.76,0.35,5.24,4.95,0.29
10.41,5.77,19.95,19.08,0.86,4.91,6.23,1.32
9.89,5.67,19.81,17.52,2.28,4.59,9.05,4.46
10.25,5.67,19.45,18.35,1.10,4.04,7.45,3.41
10.34,5.42,19.33,17.54,1.79,3.99,8.56,4.57
10.11,5.42,19.26,16.71,2.55,3.89,9.50,5.61
10.38,5.27,19.23,16.40,2.82,3.87,9.29,5.42
10.92,5.27,19.31,18.20,1.11,3.76,7.08,3.32
11.81,5.39,19.38,19.93,0.55,3.73,3.92,0.19
13.09,5.39,19.43,19.96,0.53,3.70,3.71,0.01
14.25,5.39,19.69,20.00,0.30,3.62,4.49,0.87
21.70,5.56,19.79,16.35,3.44,3.60,14.55,10.95
24.53,5.56,20.16,14.96,5.20,3.63,15.92,12.29
22.67,7.09,20.43,16.18,4.25,3.70,13.38,9.68
27.62,7.09,21.65,17.27,4.38,4.43,12.04,7.61
45.69,10.14,22.12,27.79,5.67,5.06,11.83,6.77
50.64,10.14,23.15,24.66,1.51,6.96,15.77,8.81
56.58,12.95,23.68,29.98,6.30,8.54,15.68,7.15
61.61,12.95,24.99,24.15,0.85,16.68,43.11,26.42
68.06,15.62,25.43,25.36,0.07,21.36,50.10,28.74
70.84,15.62,26.13,23.24,2.88,33.77,55.47,21.71
73.81,17.23,26.47,24.41,2.06,41.14,69.35,28.20
75.89,17.23,27.74,23.40,4.34,67.25,75.18,7.93
81.39,19.05,28.15,27.96,0.20,76.75,86.47,9.72
83.06,19.05,28.56,27.05,1.51,86.20,93.94,7.74
83.97,19.05,29.96,27.17,2.79,110.38,98.05,12.33
92.23,21.30,30.36,31.63,1.26,116.88,118.11,1.23
94.08,21.30,30.81,32.42,1.61,122.59,131.53,8.94
99.30,22.98,31.34,35.58,4.24,127.47,136.40,8.94
89.31,22.98,31.80,33.36,1.56,131.75,85.98,45.76
127.92,25.36,33.74,34.88,1.14,140.29,145.63,5.34
118.81,25.36,34.47,35.85,1.38,142.59,146.83,4.24
127.52,26.83,36.12,38.38,2.26,146.27,150.73,4.46
132.39,26.83,37.06,38.22,1.16,147.90,150.53,2.63
113.09,28.41,40.13,45.06,4.93,151.49,154.46,2.97
137.09,28.41,40.99,42.07,1.08,152.45,153.91,1.46
133.25,28.41,42.65,42.16,0.49,153.97,154.33,0.36
109.39,29.36,43.36,52.34,8.98,154.53,151.35,3.18
137.89,29.36,45.84,44.48,1.36,155.95,155.96,0.01
113.70,29.53,46.18,49.66,3.47,156.05,144.32,11.73
126.84,29.53,46.94,46.68,0.27,156.24,155.95,0.29
137.53,29.86,47.13,45.75,1.37,156.29,157.11,0.82
127.09,29.86,47.25,47.53,0.29,156.38,156.08,0.30
126.91,29.66,47.46,47.01,0.46,156.34,155.97,0.37
133.16,29.66,47.39,45.64,1.75,156.25,157.17,0.92
100.58,22.72,46.01,33.85,12.15,155.67,132.56,23.12
96.45,22.72,44.75,36.27,8.48,155.15,131.13,24.02
89.23,18.58,40.05,27.07,12.98,151.31,129.63,21.68
81.41,18.58,38.24,26.06,12.18,148.55,93.37,55.18
62.95,15.05,34.49,22.59,11.90,138.27,52.12,86.16
57.27,15.05,32.64,39.83,7.19,130.43,9.34,121.10
46.56,12.30,29.17,27.96,1.20,98.57,13.01,85.57
40.19,12.30,28.54,28.86,0.32,86.32,12.74,73.58
22.12,8.80,27.52,21.91,5.61,61.81,13.65,48.16
19.61,8.80,27.11,22.16,4.95,50.29,13.08,37.21
21.92,7.06,25.90,16.04,9.86,24.52,13.50,11.02
22.84,7.06,25.49,16.12,9.38,19.60,13.29,6.30
24.98,6.00,25.10,16.89,8.20,15.61,14.43,1.18
24.67,6.00,23.85,16.93,6.92,9.29,14.51,5.22
24.17,6.00,23.44,17.00,6.44,8.22,14.65,6.43
19.98,4.97,22.62,14.13,8.49,6.83,13.81,6.98
18.20,4.97,22.19,16.54,5.65,6.48,10.37,3.89
14.39,4.14,20.92,14.00,6.92,5.49,11.05,5.55
10.56,4.14,20.50,11.38,9.12,5.27,12.69,7.42
4.88,3.28,20.11,11.24,8.87,5.01,11.78,6.77
3.81,3.28,19.20,12.01,7.18,4.06,11.31,7.25
2.44,3.28,18.99,13.11,5.88,3.80,10.72,6.92
1.48,3.00,18.75,10.10,8.64,3.24,11.61,8.38
0.70,3.00,18.71,10.60,8.11,3.00,11.41,8.40
-0.12,3.05,18.73,11.57,7.15,2.62,11.08,8.47
0.03,3.05,18.77,11.53,7.25,2.58,11.10,8.51
-0.75,2.94,18.87,10.15,8.72,2.63,11.56,8.92
-0.53,2.94,18.92,10.16,8.76,2.65,11.54,8.88
-0.86,3.09,19.03,12.12,6.91,2.69,10.97,8.28
-0.30,3.09,19.05,12.22,6.83,2.68,10.89,8.21
2.94,3.75,19.10,12.73,6.36,2.67,11.29,8.61
8.69,3.75,19.08,10.96,8.12,2.74,12.77,10.03
15.19,3.75,19.20,14.80,4.40,3.14,9.37,6.24
21.61,7.12,19.44,16.15,3.30,3.41,13.66,10.26
21.06,7.12,20.36,16.08,4.28,4.20,13.80,9.60
30.41,11.11,20.96,28.23,7.26,4.76,12.45,7.68
36.31,11.11,24.03,25.09,1.05,7.34,12.92,5.58
47.00,15.83,25.49,34.96,9.47,8.44,10.83,2.39
49.55,15.83,28.76,35.62,6.86,11.08,12.29,1.21
54.27,19.23,30.52,53.61,23.09,12.60,13.03,0.43
55.67,19.23,35.72,52.74,17.02,19.42,12.98,6.44
55.98,22.47,37.29,61.09,23.80,22.63,16.07,6.56
57.31,22.47,40.17,60.74,20.57,30.29,16.30,13.99
56.55,22.47,41.49,60.93,19.44,34.92,16.36,18.56
56.95,25.81,44.93,62.85,17.92,50.79,39.32,11.47
58.66,25.81,46.03,61.58,15.55,56.79,43.91,12.88
61.88,27.34,47.48,61.05,13.57,69.48,64.80,4.68
61.55,27.34,48.18,60.30,12.12,76.12,65.85,10.27
63.89,29.11,49.93,53.29,3.36,95.38,98.28,2.90
64.09,29.11,50.27,53.74,3.46,101.28,97.65,3.63
